File Name,Hearing Date,Decision Date,Case Number,Address,Type,Section,Description,Decision,OCR Flag
2429 Charcot Street - 13-L-211 - 81 of 2023.pdf,"July 6, 2023 (Virtual Hearing)","August 16, 2023",81 of 2023,2429 Charcot Street,Variance, Section 911.02,Community Center (General) is not permitted in the R2 District,"Decision: The Applicant’s request for variances from Sections 911.02 and 914.02 to allowthe conversion of the former school building into a child care and communitycenter with a 10-space parking lot is hereby APPROVED, subject to thecondition that the child care facility receives all necessary approvals from thePennsylvania Department of Human Services.",False
2429 Charcot Street - 13-L-211 - 81 of 2023.pdf,"July 6, 2023 (Virtual Hearing)","August 16, 2023",81 of 2023,2429 Charcot Street,Variance,Section 914.02,32 Parking Spaces required; 10 proposed,"Decision: The Applicant’s request for variances from Sections 911.02 and 914.02 to allowthe conversion of the former school building into a child care and communitycenter with a 10-space parking lot is hereby APPROVED, subject to thecondition that the child care facility receives all necessary approvals from thePennsylvania Department of Human Services.",False
243 Emerson Street - 194 of 2023.pdf,"January 11, 2023 (Virtual Hearing)","February 7, 2023",194 of 2023,243 Emerson Street,Variance/Review, Section 911.02,Single dwelling unit with two kitchens for multigenerational residence is not a use listed in the Code,"Decision: The application to allow the inclusion of separate, non-accessory cookingfacilities on the second floor is DENIED.",False
2432 Beechwood Blvd - 128-A-11 - 93 of 2022.pdf,"May 5, 2022 (Virtual Hearing)","May 27, 2022",93 of 2022,2432 Beechwood Boulevard,Variance, Section 903.03.B.2,"30’ front setback required, 11’10” requested","Decision: The Applicant’s request for a variance from Section 903.03.B.2 to allow a 11’-10” front setback, resulting from the enclosure of a front porch on an existingresidential structure, is hereby APPROVED, subject to the condition that nonew front porch, extending into the front setback beyond the existing porchstructure, is permitted.",False
2436 CRAFTMONT AVE - 68-M-300 - ZBA CASE 233-19.pdf,"November 7, 2019","December 5, 2019",233 of 2019,2436 Craftmont Avenue,None found,None found,None found,Decision: The Applicant’s request for variances from Code Sections 903.03.B.2 and 925.06.C ishereby DENIED.,True
244 25TH ST - 25-N-181 - ZBA CASE 142-19.pdf,"_ June 6, 2019","July 11, 2019",142 of 2019,"244 25"" Street",Special Exception, 914.07.6.2.a,Off-site parking is a Special Exception,"Decision: The Applicant’s request for a special exception pursuant to Code Section914.07.G.2.a is hereby APPROVED, subject to the condition that the Applicant shallrecord the lease for the off-site parking in accordance with Code Section914.07.G.2.a(4).John J. Ri¢hardson",True
244 BEARDSLEY  277-14.pdf,"November 13, 2014","December 18, 2014",277 of 2014,244 Beardsley,Variance, | 912.05.B.2,occupation; addition proposed,"Decision: The Applicant’s request for variances under Code Sections 912.05.B.2 and912.05.B.4 is hereby APPROVED CONTINGENT UPON THE FOLLOWINGCONDITIONS subject to the opinion of the Zoning Board of Adjustment:1. The Applicant is prohibited from using the two-story detached garage as adwelling unit. The two-story detached garage is permitted to be used ONLY asan office by the resident 244 Beardsley, and there shall be no employees.2. Pursuant to Code Section 912.05.B.2 there shall be no visible evidence of theconduct of a home occupation when viewed from the street right-of-way or froman adjacent lot. Specifically prohibited are the following: signs, equipmentstorage, sales displays and vehicles with more than two (2) axles, unlesscompletely shielded from view of adjacent property.3. If the Applicant wishes to change the home occupation use, the Applicant mustre-apply and re-appear before the Zoning Board of Adjustment.John J/ Richardson",True
244 BEARDSLEY  277-14.pdf,"November 13, 2014","December 18, 2014",277 of 2014,244 Beardsley,Variance, | 912.05.B.2,No building addition permitted for purpose of home occupation; |,"Decision: The Applicant’s request for variances under Code Sections 912.05.B.2 and912.05.B.4 is hereby APPROVED CONTINGENT UPON THE FOLLOWINGCONDITIONS subject to the opinion of the Zoning Board of Adjustment:1. The Applicant is prohibited from using the two-story detached garage as adwelling unit. The two-story detached garage is permitted to be used ONLY asan office by the resident 244 Beardsley, and there shall be no employees.2. Pursuant to Code Section 912.05.B.2 there shall be no visible evidence of theconduct of a home occupation when viewed from the street right-of-way or froman adjacent lot. Specifically prohibited are the following: signs, equipmentstorage, sales displays and vehicles with more than two (2) axles, unlesscompletely shielded from view of adjacent property.3. If the Applicant wishes to change the home occupation use, the Applicant mustre-apply and re-appear before the Zoning Board of Adjustment.John J/ Richardson",True
244 BEARDSLEY  277-14.pdf,"November 13, 2014","December 18, 2014",277 of 2014,244 Beardsley,Variance,912.05.B.4,addition proposed,"Decision: The Applicant’s request for variances under Code Sections 912.05.B.2 and912.05.B.4 is hereby APPROVED CONTINGENT UPON THE FOLLOWINGCONDITIONS subject to the opinion of the Zoning Board of Adjustment:1. The Applicant is prohibited from using the two-story detached garage as adwelling unit. The two-story detached garage is permitted to be used ONLY asan office by the resident 244 Beardsley, and there shall be no employees.2. Pursuant to Code Section 912.05.B.2 there shall be no visible evidence of theconduct of a home occupation when viewed from the street right-of-way or froman adjacent lot. Specifically prohibited are the following: signs, equipmentstorage, sales displays and vehicles with more than two (2) axles, unlesscompletely shielded from view of adjacent property.3. If the Applicant wishes to change the home occupation use, the Applicant mustre-apply and re-appear before the Zoning Board of Adjustment.John J/ Richardson",True
244 CARRINGTON ST - 225-16.pdf,"June 16, 2016","August 4, 2016",225 of 2016,"237 Carrington Street, 240-44 Alpine Avenue",Variance, | 903.03.E.2,Minimum 15ft rear setback required and 5ft requested (dwelling1),"Decision: The Applicant's requests for dimensional variances from Code Sections 903.03.E.2,925.06.C, and 912.04.B are hereby APPROVED.",True
244 CARRINGTON ST - 225-16.pdf,"June 16, 2016","August 4, 2016",225 of 2016,"237 Carrington Street, 240-44 Alpine Avenue",Variance, | 903.03.E.2,Minimum 5ft interior side setback required and Oft requested,"Decision: The Applicant's requests for dimensional variances from Code Sections 903.03.E.2,925.06.C, and 912.04.B are hereby APPROVED.",True
244 CARRINGTON ST - 225-16.pdf,"June 16, 2016","August 4, 2016",225 of 2016,"237 Carrington Street, 240-44 Alpine Avenue",Variance, | 903.03.E.2,"(rooftop decks, balconies, parking pads)","Decision: The Applicant's requests for dimensional variances from Code Sections 903.03.E.2,925.06.C, and 912.04.B are hereby APPROVED.",True
244 CARRINGTON ST - 225-16.pdf,"June 16, 2016","August 4, 2016",225 of 2016,"237 Carrington Street, 240-44 Alpine Avenue",Variance,| 925.06.C,Minimum 3ft interior side setback required and Oft requested (dwellings),"Decision: The Applicant's requests for dimensional variances from Code Sections 903.03.E.2,925.06.C, and 912.04.B are hereby APPROVED.",True
244 CARRINGTON ST - 225-16.pdf,"June 16, 2016","August 4, 2016",225 of 2016,"237 Carrington Street, 240-44 Alpine Avenue",Variance,912.04.B,al 2ft rear setback required and Oft requested for parking,"Decision: The Applicant's requests for dimensional variances from Code Sections 903.03.E.2,925.06.C, and 912.04.B are hereby APPROVED.",True
2443 WEBSTER AVE - 281-17.pdf,"August 17, 2017","September 28, 2017",281 of 2017 -,: 2443 Webster Avenue,Variance, 903.03.C.2,Minimum 25ft exterior side setback required and Oft requested,"Decision: The Applicant’s request for variances from Code Sections 903.03.C.2, 914.10, and911.02 and a special exception pursuant to Code Section 916.09 is herebyAPPROVED. :$o/Klice B. Mitinger, ChairNieAcuw (baLaShawn Burton-Faulk : John J. Richardson",True
2443 WEBSTER AVE - 281-17.pdf,"August 17, 2017","September 28, 2017",281 of 2017 -,: 2443 Webster Avenue,Variance, 903.03.C.2,Minimum 5ft interior side setback required and 3ft requested’,"Decision: The Applicant’s request for variances from Code Sections 903.03.C.2, 914.10, and911.02 and a special exception pursuant to Code Section 916.09 is herebyAPPROVED. :$o/Klice B. Mitinger, ChairNieAcuw (baLaShawn Burton-Faulk : John J. Richardson",True
2443 WEBSTER AVE - 281-17.pdf,"August 17, 2017","September 28, 2017",281 of 2017 -,: 2443 Webster Avenue,Variance,| 911.02,Retail sales and services (limited) no permitted in RM District,"Decision: The Applicant’s request for variances from Code Sections 903.03.C.2, 914.10, and911.02 and a special exception pursuant to Code Section 916.09 is herebyAPPROVED. :$o/Klice B. Mitinger, ChairNieAcuw (baLaShawn Burton-Faulk : John J. Richardson",True
2443 WEBSTER AVE - 281-17.pdf,"August 17, 2017","September 28, 2017",281 of 2017 -,: 2443 Webster Avenue,Variance,| 914.10,One on-site loading space required,"Decision: The Applicant’s request for variances from Code Sections 903.03.C.2, 914.10, and911.02 and a special exception pursuant to Code Section 916.09 is herebyAPPROVED. :$o/Klice B. Mitinger, ChairNieAcuw (baLaShawn Burton-Faulk : John J. Richardson",True
2443 WEBSTER AVE - 281-17.pdf,"August 17, 2017","September 28, 2017",281 of 2017 -,: 2443 Webster Avenue,Special,| 914.10,Waiver of Residential Compatibility: :,"Decision: The Applicant’s request for variances from Code Sections 903.03.C.2, 914.10, and911.02 and a special exception pursuant to Code Section 916.09 is herebyAPPROVED. :$o/Klice B. Mitinger, ChairNieAcuw (baLaShawn Burton-Faulk : John J. Richardson",True
2450 WYLIE AVE 147-14.pdf,"June 26, 2014","July 31, 2014",147 of 2014,2450 Wylie Avenue,Variance,,One on-site parking space required and 0 requested,Decision: The Applicant’s request for use variance pursuant to Code 911.04.A.56 and Code914.02 is hereby APPROVED.,True
2453 Chauncey Drive - 3 of 2024.pdf,"February 15, 2024 (Virtual Hearing)","February 29, 2024",3 of 2024,2453 Chauncey Drive,Special Exception, Section 911.02/911.03.A.14,Community Center (Limited) is a special exception in the RM-M District,Decision: The Applicants request for a special exception pursuant to Sections 911.02 and911.03.A.14 to allow the use of the Subject Property for a community center(limited) use is hereby APPROVED.,False
246 ALPINE AVE - 23-F-250 - ZBA CASE 090-20 REVISED.pdf,,,,,None found,None found,None found,"Decision: TheApplicant’s appeal is hereby GRANTED.S/Alice B MitingerAlice B. Mitinger, ChairS/John J RichardsonS/Lashawn Burton FaulkJohn J.RichardsonLaShawnBurton-FaulkNote: Decision issued with electronic signatures, with the Board members’ review and approval.",True
246 ALPINE AVE - 23-F-250 - ZBA CASE 090-20.pdf,"July 2, 2020 (virtual hearing)",,,,None found,None found,None found,"Decision: The Applicant’s appeal is hereby GRANTED.S/Alice B MitingerAlice B. Mitinger, ChairS/Lashawn Burton Faulk S/John J RichardsonLaShawn Burton-Faulk John J. RichardsonNote: Decision issued with electronic signatures, with the Board members’ review and approval.",True
